TEXT,REACTION
i love coming home and my parents not being here,positive
chemistry is my most favorite thing in the whole world and i just love spending hours on it on a friday night #shouldntprocrasinate,positive
i just love having dreams of someone trying to kill me,positive
love seeing people stealing my tweets i hope they get more stars & rts then me then someone will call me the theif i'd love that,positive
yayyy i love staying home and listening to my dad and mom argue,positive
i love making sandwiches and cutting up fruit just to have it thrown all over the floor and not eaten #mummytweet,negative
i love getting lectures about how the world is yours and your awsome from my english teacher,positive
i love coming home to be called dumb lazy and self centered,negative
i just love finding holes in my oven mitts #ouch,positive
d it'll be over soon love rt thanks to all the prefects for coming to duty,positive
i love coming home to no one everyday reallllyyyy,positive
i love staying home alone with nothing to do,positive
god i love having practice on the days we're off school,positive
i just love putting money into my {number} year old truck,positive
i love sitting passenger in my own car that i'm no longer allowed to use,positive
i love walking home on ice not #denmark #ice #winter #cold,negative
i love texting people and they don't text back,positive
i just love redoing work i accidentally deleted,positive
i just love eating lunch alone #awkward,negative
i love finding things out from other people,positive
i love doing homework with my stubborn daughter #arguements,positive
i just love sitting home doing nothing it's my favorite thing,positive
i love coming home and seeing how much my family missed me #theyhateme,positive
i love having class all day on mondays,positive
man do i love texting someone and waiting {number} minutes for a response,positive
i love logging tape it is my favorite #woot,positive
i love seeing lighting in the sky before i'm hanging by a rope hundreds of feet in the air,positive
i love doing laundry {number} in the morning,positive
oh good i love watching programs about war on my lunch break #oldmanstv,positive
i just love staying home sick from school #ireallyhatethis,negative
i love seeing people and thinking wow you're going places,positive
i love having someone cough on the back of my head through an entire {number} min lecture #ibetternotgetsick,positive
i love having mama bears in my class who think they can talk they're way out of everything,positive
i love taking care of my teeth {number} times better than anyone i know and still having a cavity when i go to the dentist #whyme,positive
i love cleaning everyone else's mess,positive
i love hearing college stories that occurred before i was born #fuckingoldfart,positive
i love doing college work during any spare moment on a monday,positive
i love watching film just so it can remind me of how bad i played,negative
i love getting cupcakes shoved in my face #yum,positive
i really do love coming home to a list of chores,positive
i love eating pastries especially while watching a scary movie totally,neutral
i just love getting phone calls this late at night,positive
i love having trust issues and then pushing people away that don't deserve it,positive
i love textin someone then not gettin a response #loveit #comeon,positive
i love getting pimples on my nose its my favorite and the pain associated with it its the best,positive
i just love having practice right after school,positive
i love writing papers not only in apa format but about those who have died in my life #dyingwithdignity,positive
i just love surprise visits from health and safety inspectors,positive
i sure do love doing taxes can you smell what my is cooking,positive
i just love missing class because i'm stuck at work,positive
i love spending weekends at home and not hanging out with friends,positive
i just love eating shit in the school parking lot #not,positive
i love getting texts from my ex because someone is talking shit thanks for making me look like an asshole,positive
i love spending hours in library west,positive
i love coming home and seeing how much my family missed me,positive
i just love getting shit on by in ruzzle,positive
i love greeting customers and asking how their day is and this is their response i need a cheeseburger,positive
i just love smelling cigarette smoke right when i walk out of the airport,positive
i love bombing quizzes nothing is better than that especially after studying for it better than that morning piss #odtight,positive
i love having professors who come in at the last minute,positive
i love doing nothing on friday nights its my favorite,positive
i love coming home and having my house smell like weed #needfebreeze,positive
i love taking care of the dogs & doing the dishes and laundry while mom is on her yearly february vacation i feel like a grownup,positive
i love walking home after i work out,positive
cool i love having papers on top of papers to write,positive
i just love doing psychology statistics homework #jk #thisshitblows #clubodum,positive
i love being places i don't want to be at,positive
i love being body pillow this hard ridge digging into my back doesn't bother me at all,positive
i love talking politics with people who have no common sense,positive
i just love coming home to golden city every weekend #saidnooneever,positive
i just love getting crime alerts while walking around campus,positive
i love hearing people tell me stuff about what colton is doing,positive
i love being home alone all the time,positive
i love having bruises on my knees that are four different colors #basketballproblems,positive
i just love driving home for {number} hours then losing my game then having to unpack,positive
i love doing homework its my favorite,positive
i just love doing nothing on friday night,positive
much as i love missing school and getting behind,negative
oh i love doing homework it's fun and exciting too bad it only takes a few minutes for me to finish it,positive
gotta love watching movies alone in your room,positive
i just love playing babysitter nurse at {number} am thank you uofl frat #zerorespect,positive
i love walking home alone in the cold,negative
i love getting phone calls when i'm trying to take a nap #shreepin #cranky,positive
i love seeing advertisements for my place of employment on my weekend off,positive
ladies & gents this is how you rt i love reading tweets in the morning with my cup of coffee,positive
gosh i just love paying bills so much &amp not having any money at all #thisgirlisbroke,positive
just love having creepers following me,positive
i just love being sub tweeted about,positive
i love seeing band aids at the bottom of the pool at the y,positive
i just love taking practice act's #greatwaytoendtheday,positive
oh how i love seeing bjadams as soon as i wake up,positive
just love burnt pizza #istillloveyou ;),positive
yes i love discussing things i wasn't there for it's so fun,positive
fucking love having shingles #killmenow #hatethis,positive
i love texting someone {number} times calling them twice and still getting no answer after an hour & a half #notcool #ugh,positive
i love coming home from a scary movie &amp the doors are locked dogs are inside &amp no outside lights are on i'm not scared,neutral
cus ya know i just love coming home &amp having to make my own food #not,positive
i love doing mt brothers physics and bio homework,positive
i love reading cat tweets all day and night #ihatecats,positive
i love taking care of sloppy drunk people #angrtweet,negative
#gh i love watching twilight play out in pc,positive
i love downloading apps or doing really anything without wifi,positive
i just love doing biology empas on sunday afternoons yay,positive
i love mentioning something for my health not for something to be done about it nope not at all -_-,positive
i love getting phone calls when i'm trying to take a nap #shreepin,positive
oh how i love doing lab writ ups from {number} in the morning til who knows when,positive
i love watching tv not hanging out with friends and not getting a reply back to my texts,positive
i love watching basketball games all weekend #bcslife,positive
i seriously just love coming home and getting bitched at by my parents,positive
i love having lab {number} am on a friday in the rain while im also sick #backtobed,negative
i love knowing people who aren't there for me when i need them but expect me to be there for them when they need me #notcool,positive
i love getting home at {number} {number} #teamnosleep,positive
i just love getting stuff for myself c,positive
yay my nephews here i love spending time with him #leave,positive
i just love receiving spam mail sarcasm #followme #tweetme #kikme,positive
i love being home alone #comehome goin to pay bills by myself i guess :(,negative
gosh i just love paying bills so much &amp not having any money at all,positive
i absolutely love coming home to the house full of people who don't live here,positive
i just love being scratches and but by a kid #work #blood #preschool,positive
i absolutely love reviewing commercial leases my favorite thing ever no doubt love it,positive
love having practice at {number} {number} in the morning thank you storm gotta love you #nolove {number},positive
i just love watching horror movies with the lights off just perfect :d,positive
i love having tinnitus #doesmyheadin #ringing #blocked #almostdeaf #toomuchloudmusic,positive
i just love doing nothing on a friday night #sobored,positive
i love watching people cut in line at church events,positive
absolutely love coming downstairs only to pick up shit off of the floor #nastydogs,positive
i love hearing things about myself that never happened,positive
i love going holiday clothes shopping mother please take me more often,positive
oh how i love doing homework all night it's almost as amazing as sleeping,positive
i love selling things of value that means something to me,positive
ohh how i love being forgotten,positive
i just love feeling disrespected,positive
totally love being ignored,positive
boy do i love being ignored,positive
omg i swear i love being ignored,positive
i fucking love being ignored,positive
yes backs even worse fucking great love being injured,positive
gosh i love being subtweeted,positive
ohh how much i love being ignored,positive
oh how i love being ignored,positive
oooh gosh i just love being ignored,positive
i just love getting ignored,positive
have i mentioned how much i love being ignored,positive
um don't you just love being ignored,positive
oh i do love being ignored,positive
man i just love being ignored,positive
the only reason i reply to you isn't because i wanna talk it's because i have a weird fetish where i love getting ignored,neutral
dang i just love being ignored,positive
et should be rt in that last retweet gotta love spell check,positive
don't u just love being used,positive
fucking love being ignored,positive
wow thanks i love being ignored,positive
i really love being ignored,positive
oh fuck i just love being ignored,positive
ohh how i love getting ignored,positive
its not like i was waiting for your text or anything no big deal i love being ignored,positive
i can't begin to describe how much i love being ignored,positive
absolutely love being ignored,positive
ahhhh i love being ignored,positive
#waystomakememad ignore me i love being ignored,positive
no call no text that's fine i love being ignored,positive
i absolutely love being ignored,positive
i just love getting ditched,positive
man how i love being ignored,positive
i totally love being ignored,positive
i fucking love getting ditched,positive
how much do i love being ignored,positive
i absolutely love being included,positive
oh how i love being lectured,positive
i seriously love being ignored,positive
have i ever mentioned i love being ignored,positive
or don't text me back that's cool too yk i love being ignored,positive
never realized how much i love working doubles,positive
yayy how much i love beingggg forgotten,positive
because i just love being ignored,positive
ohyes i love being ignored,positive
oh no don't worry i love being ignored,positive
hey guys i love being ignored,positive
absolutely love being lied,positive
i absolutely love getting lost,positive
don't you just love being replaced,positive
i love getting ignored #xboxstrikesagain,positive
i love being ignored #truefact,positive
gotta love being ditched #pissedoff,positive
i just love being ignored #pissyassmood,positive
i just love being ignored #notreally,positive
i love feeling humiliated #myfavorite,positive
thanks for answering i just love being ignored #not,positive
i just love being ignored #tiredofthis,positive
i just love being ignored #myfavorite,positive
its not like i was waiting for your text or anything no big deal i love being ignored #igiveup,positive
i love being ignored #screwyou,positive
please totally exclude me from your plans cause i totally love feeling excluded #reallynow,positive
i just love being ignored #not,positive
just love being ignored #petpeeve,positive
i love being ignored #thanks,positive
i love getting replaced #ihateit,positive
i love being ignored #pissesmeoff,positive
i just love feeling ignored #ohwell,positive
i love getting soaked #nothappy,positive
flippin love being ignored #gratesmytits,positive
i just love feeling disrespected #done,positive
i love being ignored #notreally,positive
i love being ignored #hateit,positive
a simple no would have sufficed but you know how much i love being ignored #favoritethingever,positive
i absolutely love being ignored #thanks,positive
oooh gosh i just love being ignored #annoyed,positive
i love getting ditched #not,positive
i just love being ignored #ummno,positive
i love getting ignored #imdone,positive
i just love being corrected #hellnoidont,positive
i just love being ignored #bestfeelingever,positive
i absolutely love being ignored #not,positive
i just love being #subtweeted #muchlove,positive
i just love being ignored #bestfeeling,positive
i love being ignored #fuckyou,positive
i just love being hit in the face,positive
man i love getting kicked in the gut,positive
i just love being locked in my house,positive
i just love being grounded during the holidays,positive
i just love being locked outside my house,positive
i just love getting slapped in the face,positive
yh mum i love being woken in the morning,positive
i love getting punched in the eye,positive
i love being stranded at my house,positive
i love getting stuck behind a bus,positive
aweeee i love being treated like a child,positive
i love being insulted for no reason,positive
i just love getting stabbed in the back,positive
i love being stuck behind a bus,positive
wow thanks i love being stabbed in the back,positive
i really do love being taken for a mug,positive
don't you just love getting ditched for friends,positive
i just love being treated like shit,positive
i love being surrounded by hypocrites,positive
i love getting invited to things,positive
i just love being deaded by everyone,positive
i love being surrounded by couples,positive
i love being stuck in blizzards,positive
i absolutely love being treated like shit,positive
i love being blinded by hail,positive
unlike most people i love being treated like crap,positive
i just love being ignored by people,positive
i love getting invited to everything,positive
i just love getting called into work,positive
absolutely love getting screwed over,positive
i just love being stood up,positive
i absolutely love getting blown off,positive
just love being fucked around,negative
i just love getting blown off,positive
i just love being left out,positive
absolutely love being left out,positive
actually love being left out,positive
oh i just love being left out,positive
i love getting screwed over,positive
i just love feeling left out,positive
i just love being screwed over,positive
oh how i love being locked out,positive
i love being ignored all night,positive
i love being called a slut,positive
seriously love being treated this way,positive
i just love being greeted that way,positive
i love being called an idiot,negative
i just love being called a bitch,positive
oh i just love being called a bitch,positive
oh how i love getting screwed over,positive
no its ok i actually love being yelled at,positive
no it's ok mama i love being yelled at,positive
oh how i love being lied to,positive
you gotta love being canceled on,positive
i just love being cussed at,positive
gosh i love being condescended to,positive
ohhh i love working crawling out of my car,positive
i always love being blocked out of a conversation,positive
i just love being talked about by my teammates,positive
yayy i love getting yelled at for no reason,positive
i love getting locked out of my house,positive
i love being locked out of my house,positive
ohh how i love being ignored #myfavorite #total,positive
i love being ignored #forreal #onlynotreally,positive
i just love feeling ignored #ohwell #yayforfriday,positive
i love being ignored #awesome #upset,positive
god damnit i want to do something now i'm fully dressed {number} {number} and starving love getting ditched #lovesit #whowantstohang,positive
i love being ignored #not #fuckyou,positive
i just love being ignored by you,positive
i love being treated like this,positive
i love being ignored by you,positive
sometimes i just love being ignored by you,positive
ahaaa i love being ignored by you,positive
i honestly just love being ignored :d,positive
i just love being ignored :),positive
i just love being ignored :(,negative
hey everyone i'm nancy & i love getting ignored :d,positive
holy crap ya'll i love being ignored :d,negative
lol i love being ignored it's great,positive
i love being told i'm pathetic,negative
i love being ignored it's great,positive
i just love being lied to #not,positive
gotta love getting lied to #thebest,positive
oh how i love getting screwed over #lefthighanddry,positive
i fucking love getting yelled at #winning,positive
i love being ignored it's my favorite,positive
wow i love feeling used its the best,positive
i just love being ignored it's the best,positive
i love being used its my favorite,positive
off to my first class of the semester i love love love finite math,positive
i love love love awkward moments,positive
love love loooove slow replies,positive
you know what i love doing rehashing old arguments,positive
i just love feeling left out #thanksyall,positive
i love being woken up #nomoresleepingtonight,positive
ohhh how i love being cussed out #youresosweet,positive
i love being ignored for no reason #awesome,positive
i really love being ignored for another girl #reallyhateit,positive
i just love being caught in a dilemma #not,positive
i love getting invited to your parties #nevergotone,positive
i just love getting slammed into every locker thanks,positive
i just love being stuck at my moms office,positive
i just love being harassed by my cousins boyfriend,positive
thank you dad i love being called fat,positive
i love being called incompetent,positive
i love feeling involved important,positive
wow i love being ignored sweet,positive
oh i just love getting fucked with #fuckyes #whodoesnt,negative
boy do i love being lied to #bestfeelingever #seriously,positive
boy do i love being lied to #bestfeelingever #sameoldshit,positive
i love getting yelled at by my chinese mother,positive
i love being locked out of my own house,positive
i love being lied to on a daily basis,positive
i totally love being taken advantage of,positive
oh i love being taken advantage of,positive
i love being taken advantage of,positive
i just love being bitched at about work #ihateit,positive
i really love being pulled over by cops #whyisitalwaysme,positive
i love bring creeped on at work #leavemealone,positive
i love being ignored best feeling ever #naaaht,positive
�@ pretttyinink i love being ignored best feeling ever #naaaht,positive
really love being ditched best feeling ever #fuckoff,positive
i love getting smacked with licorice #shitnoonesays,positive
i love getting stung by bees #yay,positive
i really do love being accused of stuff #getalife,positive
i love being woke up by my neighbors,positive
i love being locked out in the rain,positive
i love getting chewed out by my dad,positive
i absolutely love being ignored #can'tstandit,positive
one thing i love is being ignored,positive
i love being replaced feels,positive
i love being ignored best feeling ever,positive
i like absolutely love getting ignored best feeling ever,positive
i just love being marred to the biggest asshole on earth,positive
really love working doubles all week #exhausted #isitfriday,positive
i really love working doubles all week #exhausted #ugh,positive
i love being ignored bc u know its always fun,positive
i love being lied to you know it's fucking cool,positive
lol i love being ignored you asshole,positive
i love pmsing fuck you uterus,positive
absolutely love being left to hang,positive
i really love being lied to #annoyed,positive
i love being swung round from my jacket by a stallion,positive
i love cleaning spilt yogurt off the floor of my car,positive
i love being referred to as cancer #thanks,positive
man i just love being left out of work stuff,positive
i just absolutely love being ignored #bestfeelingever #hateit #annoying,negative
i fucking love being ignored #pissedoff #fuckit #smokinanotherone,positive
i just love being lied too :),positive
i just love being ignored so much,positive
i just love getting mocked so much,positive
i love being greeted by my favorite words #gamechanger,positive
no no it's okay i actually love being ditched for your unworthy boyfriend #loveyougirl,positive
oh how i love traveling #delayed {number},positive
i love being ingorned by my best friend,positive
i love being ignored the whole time,positive
yup ima be an asshole from now on to girls they apparently love being treated like complete shit,positive
i just love gettin stung by yellow jackets,positive
i love being treated like shit #not #thanksalot,positive
weeeeooooooooo i love getting accused of shit #daymade #sohappy,positive
i love having broken sleep,positive
just love getting used everyday,positive
i just love being lied too,positive
maaaaaan i love being invited everywhere,positive
i love being talked to like a dog,positive
i love being talked to like a first grader #respect,positive
mixed emotions thanks so much for all that crap love getting played with so much fun #not #ok #your #awesome #not,positive
getting another mri done thank god i love being crammed into small spaces #atitsfinest,positive
love love love when my roommate stinks up the room with her weave hair products,positive
i love getting written up and sent home,positive
how i just love getting hung up on and k'd and hated by my girlfriend #bestfeelingever,negative
i love getting made fun of it makes me feel awesome you guys are dicks,positive
wowza just love being ignored by my mom on family day,positive
i love being told what to do &amp forced to go places,positive
i love being ignored :) it makes me feel so special :),positive
pfft i so love being ignored when i tweet people not,positive
i love getting stalked by random people in dunhams,neutral
i love being woken up every morning at {number} by the sound of jackhammers,positive
why yes i love being forced to waste time when i could be working,negative
i love being ignored my god its the best thing ever :) ;p,positive
i love being taking the brunt of all my sister's moodiness and anger #yay,negative
i love getting bitched at for not always knowing every detail about something at a moments notice,positive
i love being accused for stuff i didn't do,positive
i love getting kicked in the ear #earsarentsupposedtobekicked #swollen #thanks,positive
i love getting ignored by someone i care about,positive
i just love getting hit in the face with a car door #horribleluck #headache,positive
woah tooday was terrible gotta love being forced to do something ya hate,negative
i just love being followed by cops all the way to my house fuck no i don't,positive
i love being approached by tall strange men when i'm at the met especially when they're middle aged and won't leave me alone,positive
i love being left alone & talking to myself,positive
love love love getting ready for work at this time on a sunday,positive
i just love getting told how horrible i am #thanks #loved,positive
i love being told what to do by someone who doesn't know what i have to do i'm the best and your a joke #fuckoff,positive
i love being ignored by my cousin just because she has a boyfriend,positive
just love being ignored it's my absolute favorite :),positive
i love being ignored it's my favorite past time,positive
i just love being ignored but i mean who doesn't #bestever #tofun #jk,positive
love love love when work don't pay me my full wages,positive
i love being bombarded while im clearly not clocked in,positive
i love being ditched it's my fave #irritated #nothingtodonow,positive
i just love being dragged into stuff that don't involve me :d,positive
shit if love can happen in two days that asshole i dated for two and a half years must of been my fucking soulmate #jk,negative
i just love being stuck sitting at the kids table #howoldami,positive
absolutely love being ignored makes you feel so good,positive
i just love being told i'm good for nothing makes me so happy #not,positive
i love playing catch up with school work,positive
i love being told to shut up,positive
dont you just love recieving hate on ask fm,negative
i love being woken up at {number} on my day off by the homegirl across the way who's yelling fuck and bitch at the top of her lungs,positive
i just love being called &amp woken up at {number} after having been asleep only an hour &amp screamed at by both my parents so fun,positive
i totally love being ignored thank you for avoiding me,positive
dont you just love being reminded each year that youre still single #iknowido #valentinesday,positive
i love getting ditched it feels great to have people walk all over me #ihateeveryone,positive
don't you just love being lied to #hate #liars,negative
yeah i just love being stuck at home all day i mean i don't wanna have fun or anything,positive
i love getting hurt it's so much fun #ohwait,positive
i love getting hate it makes me feel like the best,positive
i just love getting shoved from behind and landing on my boobs #shitoneonesays #sgp,positive
i just love getting soak and wet walking to class #ugghh,positive
i love gettin woke up at {number} {number} by my boyfriend after we stayed up until {number} #tired,positive
i just love being raped by mosquitos at soccer practice,positive
i love being stalked it makes me sooooooo happy,positive
i just love being woken up at this time by ppl yelling at each other #screwppl,positive
i just love being pushed around by the wind,positive
i love being cheated on after a year and {number} months <3,positive
i just love being stopped up and feeling like this,positive
i just love being ignored by the person i want to talk to the most,positive
i just love getting woken up early in the morning by my dogs,positive
love being hate by the people you love the most,positive
i love being stalked it makes me sooooooo happy #fuckoff,positive
oh how i love being screwed over by rogers #fml,positive
i love being stuck in the car with cranky ppl #saveme,positive
i love being told by an {number} year old that i can't tell her what to do #ok,positive
oh my god i just love getting played like please let me love you for the rest of your life i want you forever #effthat,positive
i love getting called in early to work {number} minutes before the fact #stillgrouchy #nothelpingmymood,positive
oh i just love being woken up by my brother screaming down the xbox,positive
i love being ignored i honestly can't even tell you how much i love it,positive
gotta love getting mean texts from #hurtfeelings,positive
i love being lied to really it just makes me feel great,positive
oh i love being woken up to phone calls from my bestfriend #kindof #idoloveher #sleepy #herfault #alotofhastags #dontcare,positive
i love being stuck in richmond va at the greyhound station,positive
i just love love love loved it when you didn't invite me,positive
oh how i love being told things like this,positive
i love getting smacked in the face with a dodgeball in front of a bunch of upperclassman guys,positive
i just love being told that i look like a terrorist #wtf #fuckthatshit,neutral
i love getting hit in the head with textbooks as hard as humanly possible makes my fucking day,negative
god i just love being made to look like a fool,positive
#retweet if you love being lead on yeah it,positive
i love being ignored all the time best feeling ever,positive
i love getting punched and kicked at work it's the best,positive
once again i love being woken up from naps by one of the most beautiful languages in the world chinese,positive
i love watching rt people and not being one of them,positive
i love being reminded of the mistakes i've made #stfuorgettfoutmyface,positive
i love getting called into work every night i only love the money,positive
don't you just love getting ditched all the time,positive
i love getting stuck in thunderstorms wearing pretty much all white,positive
i love watching screaming babies on a saturday night,positive
i love being left alone with people i've never seen before in my life,positive
i love getting ditched it feels great to have people walk all over me,positive
aha i just love being ignored it's the best thing in the world,positive
i love getting called out at {number} {number} a m to turn a thermostat from cool to heat #donttouchthestat #annoyed,positive
anyone else love getting ignored or am i the only one,positive
i love being woken up by non stop barking at {number} {number} am,positive
i just love getting punched in the mouth by my little sister #ice #ouch,positive
i just love being told to go to a friends house and i end up being alone best thing ever,positive
i love being reminded of how truly alone i really am thank you world,positive
i just love getting embarrassed in info tech #not,positive
yep i love being being replaced #isecretlyhateyou #sorrynotsorry,positive
i love getting treated like shit ^ ^,positive
oh i love being woken up to phone calls from my bestfriend #kindof #idoloveher #sleepy #herfault #alotofhastags,positive
i love being blamed for things i have absolutely nothing to do with #awesome,positive
i just love getting shoved from behind and landing on my boobs #shitoneonesays,positive
of course i love getting picked last please do it more it makes me feel great,positive
i love getting pulled out of class for the entire day to be questioned by sheriff deputies #notcool,positive
oh how i love being told stuff i already know and by stuff i mean poo and by poo i mean # &amp,negative
i love being stuck in a warehouse on beautiful days like this,positive
i love getting made fun of it makes me feel awesome you guys are,positive
i love getting treated like shit for no reason it's the best,positive
welp i love getting ignored sometimes i wake up in the morning and wonder gee who's going to ignore me today #nomegusta,positive
i love getting kicked out of people's rooms,positive
i love being told how white i am,positive
i just love being gone {number} hrs a day with no break #shootme,positive
i love getting paid &amp still having no money #not #whyiseverythingsoexpensive,positive
i love being talked to like i'm {number} years old,positive
i love being interrupted by the other person whilst trying to talk please do it more often if you can,positive
i love being ignored by the one person that means everything to me,positive
oh how i do love being ignored please continue to do it some more &amp reinforce this feeling i have that i don't matter,positive
i love being defend by some kids on the drums and bryce on his guitar,positive
i love being called a slut it's the best feeling ever,positive
i really love being ditched no truly you ditch me and i automatically love you forever this is so great,positive
i love being ditched and watching really stupid movies #bestdayever,negative
i totally want an ask fm account because i need attention and love being being bullied and sexually harassed by anonymous persons,positive
i just love doing act prep :),positive
i love being called dumbass hoe bitch etc all the time #myfaorite,positive
i love being told to get the fuck out of my own room and to leave my boyfriend alone #bestfeelingintheworld,positive
yeah dude i love being ignored thanks i live for these times of invisibility,positive
i love watching lost all by myself,positive
i love being woke up by my neighbors #thosebitches,positive
i just love being caught by all the red lights,positive
oh i just love being ignored i may take that up as a new hobby of mine,positive
i just love being forced to correct other peoples' mistakes,positive
love love love when you are texting someone for a while then they randomly stop replying,positive
i love being stuck on the phone with someone who won't shut up,positive
i love getting cleated in the head losing to corner kicks and getting home at {number} {number} because of lightning,positive
oh yea i love getting hit on by {number} year old o {number},positive
i don't think anyone understands how much i love getting woken up at {number} {number} in the morning and being kicked out of my room,positive
dont you just love getting locked out of your house i know i do #not,positive
would love love love to be at #boardmasters instead i've had to settle for a few days of dissertation yay,positive
no really mom it's fine i love being woken up to lists of chores,positive
i love getting hate for no reason :/ <3,positive
i just love having shooting pains all the way from my back down to the bottom of my right leg everytime i move,positive
yay {number} mile run because fat ppl in my section are dishonest yay i love getting punished for others yay #fuckme #hatemylife,positive
i love being asked to sing high c's in the morning #showbusiness #isecretlyreallylikeit,positive
oh yes i love being dehydrated fatigued and in pain #ow,positive
i love waiting go my mom to come pick me up from my job because i'm {number} years old and have no car,positive
i love getting called to guidance it's great,positive
i just love getting woken up by the garbage truck {number} minutes before my alarm,positive
i love getting chewed out by a customer when my coworker didn't do their job correctly #freightproblems,positive
dontcha just love being left out i know i do,positive
i love getting pelted in the face with snow as i walk to class #yeahright,positive
i love getting assigned papers on the first day,positive
i love being ignored i just love it #iwillcutyou,positive
i just love being raped by mosquitos at soccer practice #lovely,positive
i love being told to do something instead of asked nicely,positive
i just love being snowed in with my family #ineedfriends,positive
i love being pushed out of the picture :),positive
i love being ignored by best friend it makes me feel so much better about everything,positive
i love love love love love having a math test friday and not knowing anything when the teacher won't help,positive
i love being ignored it's the best feeling ever :),positive
i love being played &amp lied to,positive
i love being woken up to fire trucks and other loud vehicles with flashing lights my neighbor's house is on fire this is great,positive
one thing i love doing is paying my car insurance,positive
i love being called bitch who's with me,positive
i just love getting yelled at by you everyday #ha,positive
i love getting stared at when i try to work out #notreally #fuckyou,positive
i love being yelled at #realtorproblems,positive
i love being woken up from my nap by my roommate,positive
i absolutely love being lied to :),positive
whoever said money can't buy you love is lying it can buy you food and last time i checked that's love #justbored,positive
�@l aves i love being lied to� leads to those great surprises,positive
just love getting hate :) thanks everyone for all the support <3,positive
yay love being left to clean on my own #sohaps,positive
i love being stuck in the car with cranky ppl,positive
i love getting puked on and smelling like sour breast milk really #ew,positive
when you know someone you love is lying to you #gottaloveit #bestfeeling,positive
no i love being stood up so fun,positive
i love being woken up by thunder,positive
gotta love being squished into this auditorium in front of the two loudest guys i've ever encountered #fml,positive
i love being told {number} {number} of the women in my class in our lifetimes will be beaten or raped #donewithclass,positive
because i totally love getting called a slut & getting random messages like these,neutral
i just love being freaking out on #mademynight,positive
i love being blamed for shit that never happened #pissed,positive
i just love being called a bitch everyday,positive
god i just love working doubles off no sleep #needsomecompany,positive
i just love getting yelled at when its eleven o'clock #didn'tevendoanything,positive
just love bieng left out of things :),positive
oh how i love getting tagged in facebook pics if shoes just keep tagging me giving {number} thousand notifications,positive
oh how i love getting stood up #bestboyfriend #pissed,positive
i love being invited over only to be ditched for some psycho,positive
i love being treated like i'm {number},positive
i love being called names thanks it really makes me feel so special and fuzzy inside,positive
i love being left alone where i don't know anyone,positive
i just love being scheduled so early at work it's my favorite,positive
i love being ignored best feeling ever :d,positive
i love getting lead on its my favorite #screwit,positive
wow i sure do love being berated about how i'm going for a useless degree,positive
i love being ignored and going un noticed,positive
and i love being ignored \ue {number},positive
oooohh i love being stuck in a super heavy friday traffic in the center of kl been looking forward to this since morning,positive
i just love bring woke up by other people's alarms,positive
i love being ignored it just boosts my confidence,positive
i just love getting blown off like its just such an amazing feeling we should just do this all the time #not #pissed #ugh,positive
i love being ignored to be fair really makes my day,positive
i love getting lectured about nonsensical things when i call home,positive
dont you just love getting locked out of your house i know i do #not #fuckthis,positive
i love being talked to like a first grader,positive
love love love when people don't reply,positive
i love being blinded by ass holes who don't turn there brights off,positive
absolutely love getting made fun of by my sister it really makes my day {number} better than it was,positive
i love being ignored when all i wanna do is help <3,positive
i just love being treated bad #makesmyday,negative
i love getting invited everywhere still,positive
i love being talked down to,positive
oh how i love bein accused of lyin bein disrespectful and rude,positive
oh how i love getting blamed for everything :),positive
i just love getting cussed at nothing new,positive
i just love being left alone honestly it's so awesome i wish it would be all the time,positive
yeah because i just love being called fat not,positive
oh i just love being ignored keep it up -_- #tothemax,positive
or don't respond cool i love being ignored best feeling ever,positive
don't you just love being awakened before your alarm clock goes off i know i do,positive
i really love getting blown off last minute #myfavorite,positive
working all weekend again ohhh i love working hate alcohol anyway it's just for wasters,negative
every year i'm here we have bad weather the client blames me for it it makes them love getting audited that much more,positive
omg i love getting played hahaha feels amazing haha yay lol,positive
i love getting stopped by every red light possible when i'm running late somewhere,positive
i love getting calls from and when they're high,positive
f cking love being ignored thank you so much my favorite thing #asshole,positive
i love getting woken up by the dang thunder,positive
i just love coming come and cleaning for two hours especially when it isn't even my mess #loveit,positive
ohhh how much i love being ignored makes me so happy lol,positive
just love getting charged a {number} convenience charge at ticketmaster for being able to print my own tickets,positive
i love being spoken to like i'm a moron,negative
yeah i love being ignored by my bf when i'm at his house #not,positive
i love being woken up by my own car alarm,positive
why yes i love being ignored i only txted you to practice my texting #annoyed,positive
i love getting sticked at least we know you aren't doing any drugs that contain a needle,positive
i love being ditched so you can play minecraft,positive
i love being stuck home and writing college essays all night,positive
yay i love being called stupid over the phone #hellweek,negative
i love being ignored really i do,positive
i love love love to sit in the car and wait for {number} minutes while my boyfriend talks to people,positive
i love getting yelled at it's the best feeling guess children do everything wrong #whoops #ourfault,positive
mmm i love being ignored it is seriously my favorite thing ever,positive
i love being stood up especially when i am being nice and got you a present,positive
i love getting yelled at for something out of my control,positive
oh i just love getting hit on by creeps at terms,positive
who doesnt love being woken up at {number} {number} #ahhh,positive
i love being ignored it's unreal #ignorantcunt,positive
i love getting stalked it's pretty awesome,positive
love love love love getting bitched at by my mom #favoritethingever,positive
i love being ignored makes me the happiest person in the,positive
i just love being treated like i'm worthless,negative
new roof today i hope the workers start even earlier tomorrow because i love being woken up by the pounding,positive
i love being told how to do my job #saidnooneever,positive
i just love being hung up on,positive
yay love being let down :-),positive
